timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1654010452154,76,https://localhost:44339/listings/id/23601178,200,OK,parallel bzm - Parallel Controller,text,true,,1455,149,4,123,https://localhost:44339/listings/listings/id/23601178,,76,ISO-8859-1,1,0,patrick,0,18
1654010452232,172,https://localhost:44339/listings/id/23601178,200,OK,parallel bzm - Parallel Controller,text,true,,1455,149,4,125,https://localhost:44339/listings/listings/id/23601178,,172,ISO-8859-1,1,0,patrick,0,11
1654010452328,76,https://localhost:44339/listings/id/23601178,200,OK,parallel bzm - Parallel Controller,text,true,,1455,149,4,125,https://localhost:44339/listings/listings/id/23601178,,76,ISO-8859-1,1,0,patrick,0,11
1654010449234,3182,https://localhost:44339/listings/geojson,200,OK,parallel bzm - Parallel Controller,text,true,,1219276,136,3,125,https://localhost:44339/listings/geojson,,2911,utf-8,1,0,patrick,0,11
1654010440086,12401,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,127,https://localhost:44339/listings,,9314,utf-8,1,0,patrick,0,25
1654010449043,3485,https://localhost:44339/graph/neighbourhoods,200,OK,parallel bzm - Parallel Controller,text,true,,731,140,2,126,https://localhost:44339/graph/neighbourhoods,,3485,utf-8,1,0,patrick,0,77
1654010449100,3462,https://localhost:44339/graph/neighbourhoods,200,OK,parallel bzm - Parallel Controller,text,true,,731,140,2,126,https://localhost:44339/graph/neighbourhoods,,3462,utf-8,1,0,patrick,0,17
1654010448907,3656,https://localhost:44339/graph/neighbourhoods,200,OK,parallel bzm - Parallel Controller,text,true,,731,140,2,126,https://localhost:44339/graph/neighbourhoods,,3656,utf-8,1,0,patrick,0,10
1654010452488,162,https://localhost:44339/listings/id/23601178,200,OK,parallel bzm - Parallel Controller,text,true,,1455,149,4,127,https://localhost:44339/listings/listings/id/23601178,,162,ISO-8859-1,1,0,patrick,0,9
1654010452476,174,https://localhost:44339/listings/id/23601178,200,OK,parallel bzm - Parallel Controller,text,true,,1455,149,4,127,https://localhost:44339/listings/listings/id/23601178,,174,ISO-8859-1,1,0,patrick,0,15
